timestamp,iperf3_Mbps,RX_Mbps,TX_Mbps
23:43:32,173.52,1.11,158.75,0.01,0.13,1.4404,103.8045
23:43:55,165.02,1.34,149.64,0.01,0.14,1.4404,103.8045
23:44:18,134.77,0.83,120.48,0.01,0.45,1.4403,103.8045
23:44:41,116.67,1.00,109.58,0.00,0.16,1.4403,103.8045
23:45:04,104.18,0.72,95.12,0.01,1.52,1.4403,103.8046
23:45:27,113.75,0.63,93.73,0.01,0.38,1.4403,103.8046
